academic_year,academic_year_start,agency_name,agency_name_display,response_count,data_quality,placement_quality_score,recommendation_rate,overall_sentiment_score,concern_indicator_count,concern_flag,prepared_for_practice,learning_goals_met,supervision_frequency,supervision_quality,felt_prepared,comp_1_ethical_professional,comp_2_human_rights_justice,comp_3_adei,comp_4_research_informed,comp_5_policy_practice,comp_6_engage,comp_7_assess,comp_8_intervene,comp_9_evaluate,comments_supervisor_polarity,least_helpful_polarity,most_helpful_polarity,other_comments_polarity,recommend_reason_polarity
2022-2023,2022,iris clubhouse,Iris Clubhouse,1,limited,5.0,1.0,0.2736,0,no flag,5.0,5.0,5.0,5.0,5.0,3.0,1.0,5.0,4.0,5.0,5.0,2.0,5.0,4.0,-0.3612,0.0,0.4754,0.5106,0.743
2022-2023,2022,kayenta health center,Kayenta  Health Center,1,limited,4.8,1.0,0.3619,0,no flag,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,-0.3612,0.4754,0.4215,0.9118
2022-2023,2022,la family housing,La Family Housing,4,sufficient,3.65,0.5,0.2398,1,no flag,3.75,3.75,3.0,3.75,4.0,4.25,4.75,4.75,3.75,3.5,3.25,3.5,3.25,3.25,-0.0185,-0.0014,0.5105,0.2633,0.4453
2022-2023,2022,many rivers whole health,Many Rivers Whole Health,2,limited,3.7,1.0,0.2216,0,no flag,3.0,4.0,4.0,4.5,3.0,3.5,4.5,4.5,5.0,5.0,3.0,4.5,5.0,3.0,-0.1162,-0.1626,0.3442,,0.8211
2022-2023,2022,missoula aging services,Missoula Aging Services,2,limited,4.1,0.5,0.3981,1,no flag,4.0,4.0,4.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5,4.0,4.0,3.0,0.7906,0.1358,0.8056,0.101,0.1573
2022-2023,2022,missoula food bank,Missoula Food Bank,1,limited,4.6,1.0,0.2842,0,no flag,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,0.3243,-0.3612,0.8126,,0.3612
2022-2023,2022,missoula interfaith collaborative,Missoula Interfaith Collaborative,6,sufficient,3.53,0.67,0.2785,1,no flag,3.5,3.67,3.5,3.5,3.5,4.0,3.33,3.5,3.5,3.83,2.83,3.17,3.33,3.5,-0.0359,-0.0821,0.5695,0.5678,0.3732
2022-2023,2022,missoula municipal court,Missoula Municipal Court,1,limited,5.0,1.0,0.575,0,no flag,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,2.0,5.0,4.0,0.6369,,0.7269,,0.3612
2022-2023,2022,missoula police department,Missoula Police Department,3,sufficient,2.4,0.0,0.0133,3,review recommended,3.67,2.67,1.67,2.0,2.0,2.67,3.0,2.33,2.67,3.33,2.0,2.0,4.0,2.33,0.3407,-0.2621,-0.1109,,0.0856
2022-2023,2022,missoula public library,Missoula Public Library,1,limited,3.8,1.0,0.4706,0,no flag,4.0,5.0,5.0,4.0,1.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,,,0.0,,0.9413
2022-2023,2022,missoula senior citizens center,Missoula Senior Citizens Center,1,limited,3.8,1.0,0.327,0,no flag,4.0,5.0,4.0,5.0,1.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,,-0.1109,0.0,0.5106,0.9081
2022-2023,2022,montana 10,Montana 10,1,limited,2.0,0.0,0.0801,2,review recommended,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,0.3243,0.1779,-0.3818,,0.1999
2022-2023,2022,montana innocence project,Montana Innocence Project,2,limited,4.2,1.0,0.4136,0,no flag,5.0,4.0,4.0,3.5,4.5,4.5,4.5,4.5,4.5,4.0,3.5,5.0,4.5,5.0,0.2722,0.0,0.8826,0.2944,0.6186
2022-2023,2022,montana state hospital,Montana State Hospital,1,limited,2.2,0.0,0.2183,2,review recommended,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,0.5574,-0.34,0.0,0.3818,0.4922
2022-2023,2022,mountain home montana,Mountain Home Montana,2,limited,2.7,0.0,0.1018,2,review recommended,2.5,2.5,3.5,3.0,2.0,2.5,2.0,2.5,2.5,2.0,3.0,4.5,5.0,1.5,0.1395,-0.2876,0.3413,0.55,-0.2342
2022-2023,2022,nasw montana,Nasw Montana,4,sufficient,3.65,0.75,0.3473,0,no flag,3.75,3.75,4.25,4.0,2.5,3.5,4.0,4.0,3.75,3.75,3.75,3.75,3.0,4.0,0.5267,-0.297,0.5587,0.3768,0.5715
2022-2023,2022,on target aba,On Target Aba,2,limited,4.2,1.0,0.476,0,no flag,4.5,4.5,4.5,4.5,3.0,4.0,4.5,4.5,5.0,4.0,3.5,4.5,5.0,5.0,0.5906,0.2202,0.683,0.2944,0.5918
2022-2023,2022,open aid alliance,Open Aid Alliance,3,sufficient,4.4,0.67,0.3842,1,no flag,4.33,4.67,4.67,4.67,3.67,3.33,4.67,3.33,4.33,4.33,4.0,3.0,4.67,2.33,0.4962,0.0,0.3943,0.6795,0.3509
2022-2023,2022,partners in home care,Partners In Home Care,1,limited,4.4,0.0,0.1492,1,no flag,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,0.5106,0.0,0.6801,0.0,-0.4449
2022-2023,2022,partnership health center,Partnership Health Center,3,sufficient,4.07,1.0,0.3769,0,no flag,4.0,4.0,4.33,3.67,4.33,3.33,3.67,4.33,2.67,4.0,4.0,3.67,4.0,4.33,0.3211,0.0974,0.2025,0.6098,0.6536
2022-2023,2022,paxson elementary school,Paxson Elementary School,1,limited,4.6,1.0,0.3574,0,no flag,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,1.0,5.0,5.0,0.0,0.0,0.9153,0.5106,0.3612
2022-2023,2022,pine rest christian mental health services,Pine Rest Christian Mental Health Services,1,limited,4.4,1.0,0.2518,0,no flag,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,0.6705,-0.8402,0.0679,0.4215,0.9393
2022-2023,2022,planned parenthood of montana,Planned Parenthood Of Montana,2,limited,2.9,0.5,0.26,2,review recommended,2.5,3.0,3.0,3.0,3.0,3.5,3.0,3.5,2.5,3.5,3.5,3.5,2.0,3.0,0.4033,-0.1626,0.6142,0.2553,0.1899
2022-2023,2022,providence st. joseph medical center,Providence St. Joseph Medical Center,2,limited,2.4,1.0,0.3997,1,no flag,3.5,1.5,2.0,2.5,2.5,2.5,3.0,3.0,4.0,2.5,3.0,3.5,2.5,3.5,-0.2755,0.4101,0.6482,0.4215,0.7944
2022-2023,2022,rimrock foundation,Rimrock Foundation,4,sufficient,3.35,0.5,0.4212,2,review recommended,3.0,4.0,3.0,3.75,3.0,4.0,3.25,3.5,3.5,3.75,4.0,3.5,3.5,3.75,0.3032,0.1294,0.4688,0.5689,0.6358
2022-2023,2022,"rocky mountain development council, inc","Rocky Mountain Development Council, Inc.",1,limited,3.4,1.0,0.1603,1,no flag,5.0,3.0,3.0,2.0,4.0,5.0,3.0,2.0,5.0,5.0,5.0,4.0,5.0,3.0,0.2263,-0.25,0.4748,,0.1901
2022-2023,2022,seattle children's hospital,Seattle Children's Hospital,1,limited,4.2,1.0,0.369,0,no flag,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,0.5106,-0.3252,0.4019,0.3182,0.9393
2022-2023,2022,shodair childrens hospital,Shodair Childrens Hospital,1,limited,3.4,0.0,0.5502,2,review recommended,3.0,3.0,4.0,5.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,,0.3626,0.6124,,0.6757
2022-2023,2022,sierra nevada memorial hospital,Sierra Nevada Memorial Hospital,1,limited,4.8,1.0,0.346,0,no flag,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,0.0,0.0,0.8221,0.0,0.9081
2022-2023,2022,soft landing missoula,Soft Landing Missoula,1,limited,4.6,1.0,0.6173,0,no flag,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,0.7845,0.0,0.6997,0.775,0.8271
2022-2023,2022,spot to talk,Spot To Talk,1,limited,4.0,1.0,0.5991,0,no flag,5.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.8074,0.0,0.6808,,0.9081
2022-2023,2022,spotted bull recovery resource center,Spotted Bull Recovery Resource Center,3,sufficient,4.73,1.0,0.5036,0,no flag,5.0,5.0,5.0,5.0,3.67,5.0,4.33,4.33,4.33,5.0,4.33,4.33,4.67,4.67,0.361,0.1405,0.7258,0.6188,0.672
2022-2023,2022,st. patrick hospital,St. Patrick Hospital,5,sufficient,4.24,0.8,0.3938,0,no flag,4.2,4.2,4.2,4.6,4.0,4.2,4.2,4.0,3.8,4.0,4.2,3.2,3.8,3.8,0.3211,0.034,0.6376,0.4741,0.5022
2022-2023,2022,standing together against rape (star),Standing Together Against Rape (Star),1,limited,4.8,1.0,0.3849,0,no flag,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,0.1531,0.0,0.734,0.2944,0.743
2022-2023,2022,student advocacy resource center,Student Advocacy Resource Center,7,sufficient,4.48,0.86,0.4298,0,no flag,4.86,4.71,4.14,4.71,4.0,4.71,4.57,4.29,4.29,4.29,4.29,4.29,4.0,3.43,0.4249,0.1392,0.7598,0.2749,0.5504
2022-2023,2022,the hope wellness center,The Hope Wellness Center,2,limited,2.1,0.0,0.046,3,review recommended,2.0,2.0,2.0,2.0,2.5,2.5,2.0,4.0,3.5,2.5,4.0,3.0,2.5,3.0,-0.2714,-0.17,0.2553,0.6705,-0.2546
2022-2023,2022,the parenting place,The Parenting Place,1,limited,5.0,1.0,0.7346,0,no flag,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,0.8074,0.4215,0.8437,0.7096,0.891
2022-2023,2022,the refuge,The Refuge,1,limited,3.6,0.0,0.0899,1,no flag,3.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,0.0,-0.4993,0.8074,,0.0516
2022-2023,2022,trailhead therapy & mentoring,Trailhead Therapy & Mentoring,1,limited,4.0,1.0,0.3637,0,no flag,5.0,4.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,,-0.25,0.4019,,0.9393
2022-2023,2022,trio student support services,Trio Student Support Services,1,limited,4.8,1.0,0.4628,0,no flag,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,0.0,0.228,0.796,,0.8271
2022-2023,2022,trotting horse therapeutic riding,Trotting Horse Therapeutic Riding,1,limited,3.0,0.0,0.4063,2,review recommended,2.0,2.0,5.0,5.0,1.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,2.0,0.631,0.2716,0.6369,0.0,0.4922
2022-2023,2022,turning winds,Turning Winds,1,limited,2.0,0.0,0.2518,2,review recommended,2.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,5.0,0.1531,0.0,0.4215,0.5336,0.1506
2022-2023,2022,united way of the lewis and clark area,United Way Of The Lewis And Clark Area,1,limited,1.8,0.0,0.1333,2,review recommended,1.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.3243,-0.2263,-0.1531,0.8268,-0.1053
2022-2023,2022,valley cities behavioral health care,Valley Cities Behavioral Health Care,1,limited,2.2,1.0,0.1812,1,no flag,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,0.1531,0.0,0.3818,,0.1901
2022-2023,2022,vocational rehab,Vocational Rehab,1,limited,4.2,1.0,0.446,0,no flag,5.0,5.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,0.0,0.0946,0.8779,0.4215,0.836
2022-2023,2022,watson children's shelter,Watson Children's Shelter,2,limited,4.3,1.0,0.5319,0,no flag,4.5,5.0,2.5,4.5,5.0,4.5,4.0,5.0,4.0,5.0,3.5,5.0,4.5,5.0,0.835,-0.2736,0.6012,0.6697,0.8271
2022-2023,2022,west bonner county school district,West Bonner County School District,1,limited,4.0,0.0,0.169,1,no flag,4.0,4.0,3.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,0.8074,-0.4927,0.5106,,-0.1491
2022-2023,2022,western montana mental health center,Western Montana Mental Health Center,1,limited,4.2,1.0,0.3059,0,no flag,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,0.0,0.0,0.8625,,0.3612
2022-2023,2022,winds of change mental health center,Winds Of Change Mental Health Center,3,sufficient,3.27,0.67,0.3516,2,review recommended,4.0,4.0,2.0,2.33,4.0,4.0,4.33,4.67,3.67,4.33,5.0,4.33,4.33,2.33,0.3177,-0.2673,0.831,0.5642,0.3126
2022-2023,2022,women's resource center,Women's Resource Center,1,limited,4.6,1.0,0.3412,0,no flag,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,-0.2732,0.3804,0.4215,0.836
2022-2023,2022,youth crisis center inc,Youth Crisis Center Inc.,1,limited,3.6,1.0,0.0,1,no flag,1.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,5.0,4.0,4.0,5.0,5.0,4.0,-0.3612,0.0,0.0,,0.3612
2022-2023,2022,youth homes,Youth Homes,4,sufficient,3.45,0.75,0.3756,1,no flag,4.0,3.75,3.25,2.25,4.0,2.75,4.25,4.5,4.25,3.5,3.75,3.0,4.25,3.75,0.0037,0.0,0.7866,0.5455,0.542
2022-2023,2022,ywca,Ywca,3,sufficient,3.4,0.33,0.2727,2,review recommended,3.0,3.33,3.33,3.67,3.67,4.0,2.67,4.33,2.67,3.33,2.67,3.0,3.33,4.0,0.3703,0.0418,0.2516,0.4404,0.2593
2023-2024,2023,3 rivers mental health center,3 Rivers Mental Health Center,1,limited,4.0,1.0,0.0482,1,no flag,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,0.296,-0.5245,0.0,,0.4215
2023-2024,2023,aaniiih nakoda college,Aaniiih Nakoda College,1,limited,4.8,1.0,0.5443,0,no flag,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,0.9349,-0.6722,0.6369,0.8807,0.9413
2023-2024,2023,abbie shelter,Abbie Shelter,3,sufficient,3.0,0.0,0.0653,2,review recommended,3.0,3.0,4.0,3.0,2.0,2.0,2.67,3.33,2.33,3.0,3.0,3.0,2.33,2.0,-0.1209,-0.1663,0.4811,0.0,0.1324
2023-2024,2023,acenda integrated health,Acenda Integrated Health,1,limited,4.4,1.0,0.1627,0,no flag,5.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,0.3182,0.0,0.0,,0.3327
2023-2024,2023,affordable housing trust fund,Affordable Housing Trust Fund,1,limited,4.2,1.0,0.2861,0,no flag,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,0.3597,-0.4767,0.5106,,0.7506
2023-2024,2023,ag worker health and services,Ag Worker Health And Services,1,limited,5.0,1.0,0.5154,0,no flag,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.6249,-0.21,0.7425,,0.9042
2023-2024,2023,alaska family services,Alaska Family Services,1,limited,4.8,1.0,0.6227,0,no flag,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,0.1501,0.3384,0.8481,0.8653,0.9118
2023-2024,2023,all nations health center - behaviorial health,All Nations Health Center - Behaviorial Health,1,limited,3.8,1.0,-0.1906,1,no flag,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,-0.5719,0.0,,0.0
2023-2024,2023,alliance for suicide prevention of larimer county,Alliance For Suicide Prevention Of Larimer County,2,limited,3.6,0.5,0.3074,1,no flag,3.5,3.5,4.5,3.5,3.0,3.5,3.5,3.5,4.0,4.0,3.5,3.0,4.0,2.5,-0.0642,0.2552,0.4562,0.2553,0.6344
2023-2024,2023,aspen adult services,Aspen Adult Services,1,limited,2.4,0.0,0.0985,2,review recommended,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,-0.1531,-0.3252,0.8126,0.6705,-0.5122
2023-2024,2023,aspen counseling services,Aspen Counseling Services,6,sufficient,3.8,0.67,0.3326,1,no flag,3.83,3.5,3.83,3.67,4.17,3.67,3.83,4.0,3.67,4.0,3.5,3.83,3.5,3.83,0.2408,0.0691,0.3566,0.573,0.4237
2023-2024,2023,aware inc,Aware Inc.,1,limited,2.4,0.0,-0.2558,3,review recommended,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,-0.7742,-0.0616,-0.4404,0.0,-0.0026
2023-2024,2023,bayview recovery center,Bayview Recovery Center,1,limited,3.0,1.0,0.2277,1,no flag,1.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,0.0,-0.0258,,0.7089
2023-2024,2023,behavioral health resources,Behavioral Health Resources,4,sufficient,3.25,0.5,0.1753,2,review recommended,3.0,3.0,4.0,3.25,3.0,3.25,3.25,3.25,3.25,3.0,2.75,3.5,3.0,3.5,0.0295,-0.1816,0.8102,0.1476,0.0708
2023-2024,2023,benefis health system,Benefis Health System,4,sufficient,2.05,0.25,0.2163,2,review recommended,1.25,1.75,3.0,2.5,1.75,1.75,2.0,2.5,2.25,2.25,3.0,2.0,2.25,1.25,0.3358,-0.1994,0.415,0.315,0.2149
2023-2024,2023,big sky palliative & hospice,Big Sky Palliative & Hospice,1,limited,2.4,0.0,0.0546,2,review recommended,2.0,1.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.7964,-0.3252,0.0772,0.0,-0.2755
2023-2024,2023,billings public schools,Billings Public Schools,3,sufficient,3.8,0.67,0.3403,1,no flag,3.33,4.0,4.33,3.67,3.67,3.0,4.0,4.0,3.67,4.0,3.67,3.67,3.67,3.33,0.4865,-0.1166,0.4322,0.6692,0.23
2023-2024,2023,blackfeet community college,Blackfeet Community College,3,sufficient,2.87,0.67,0.1817,2,review recommended,3.33,3.0,3.33,2.67,2.0,2.33,4.0,3.67,3.0,3.0,3.67,3.33,3.67,2.33,0.1679,-0.2897,0.3633,0.2514,0.4158
2023-2024,2023,blaine county school district,Blaine County School District,3,sufficient,3.13,0.33,0.3244,2,review recommended,2.67,3.0,4.0,3.0,3.0,3.67,3.33,3.33,3.67,4.33,3.33,3.33,4.33,3.0,0.1463,0.3864,0.1413,0.666,0.2818
2023-2024,2023,blue mountain clinic family practice,Blue Mountain Clinic Family Practice,1,limited,3.6,0.0,0.3805,1,no flag,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.802,0.17,0.6597,0.783,-0.5122
2023-2024,2023,boys and girls club,Boys And Girls Club,6,sufficient,4.23,0.83,0.2865,0,no flag,4.33,4.5,4.0,3.83,4.5,4.33,4.67,4.5,4.17,4.17,4.17,4.5,4.5,4.5,0.2668,-0.0385,0.5633,0.2243,0.4167
2023-2024,2023,bozeman health deaconess regional medical center,Bozeman Health Deaconess Regional Medical Center,1,limited,4.8,1.0,0.2349,0,no flag,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,0.6808,-0.0772,-0.2732,0.0,0.8442
2023-2024,2023,bozeman school district 7,Bozeman School District 7,1,limited,1.6,0.0,-0.1209,3,review recommended,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,-0.4021,0.0,0.0,0.4754,-0.6776
2023-2024,2023,bridgercare,Bridgercare,2,limited,4.8,1.0,0.6636,0,no flag,4.5,5.0,5.0,5.0,4.5,4.5,5.0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,0.6747,0.2424,0.6549,0.9265,0.8196
2023-2024,2023,bureau of indian affairs,Bureau Of Indian Affairs,1,limited,2.8,0.0,-0.1688,3,review recommended,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,2.0,3.0,-0.4769,-0.7003,0.0,0.6086,-0.2755
2023-2024,2023,california youth services,California Youth Services,2,limited,3.1,0.5,0.297,2,review recommended,2.5,3.0,3.5,3.5,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,3.5,3.0,0.3223,0.1836,0.8317,0.0,0.1473
2023-2024,2023,casa for children,Casa For Children,4,sufficient,4.0,0.75,0.0694,0,no flag,4.0,3.75,4.5,4.5,3.25,4.0,4.0,4.0,3.75,4.0,3.75,4.0,4.0,3.75,0.0246,-0.3923,0.247,0.5134,-0.0456
2023-2024,2023,cascade academy,Cascade Academy,1,limited,4.8,1.0,0.2772,0,no flag,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,,0.0,0.0,,0.8316
2023-2024,2023,catalyst mt,Catalyst Mt,1,limited,2.4,1.0,0.405,1,no flag,2.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.3182,-0.3252,0.5106,0.596,0.9253
2023-2024,2023,cedar creek integrated health,Cedar Creek Integrated Health,2,limited,4.7,1.0,0.4534,0,no flag,4.5,5.0,4.5,4.5,5.0,2.5,5.0,4.5,4.0,4.5,4.0,5.0,4.0,4.5,0.6427,-0.0386,0.7776,0.128,0.7574
2023-2024,2023,"center for children, families and workforce development","Center For Children, Families And Workforce Development",4,sufficient,4.6,0.75,0.5427,0,no flag,4.75,4.5,4.75,4.75,4.25,4.5,4.25,4.5,4.25,4.25,4.25,4.25,4.25,4.25,0.6809,0.3604,0.3548,0.5906,0.7266
2023-2024,2023,center for restorative youth justice,Center For Restorative Youth Justice,2,limited,4.7,1.0,0.4945,0,no flag,4.5,4.5,5.0,5.0,4.5,4.0,4.5,4.5,4.0,4.0,4.0,4.0,4.0,5.0,0.5347,0.1405,0.7558,0.3502,0.6912
2023-2024,2023,cheyenne regional behavioral health,Cheyenne Regional Behavioral Health,1,limited,4.8,1.0,-0.148,1,no flag,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,3.0,5.0,,,0.0,,-0.296
2023-2024,2023,child and family service department,Child And Family Service Department,5,sufficient,3.8,0.8,0.3515,0,no flag,3.8,3.6,4.0,4.2,3.4,4.0,3.4,4.0,3.2,2.8,3.2,3.4,4.0,3.8,0.7918,-0.1989,0.204,0.5256,0.4348
2023-2024,2023,chippewa cree tribe human services division,Chippewa Cree Tribe Human Services Division,1,limited,2.6,0.0,0.1433,2,review recommended,1.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,0.775,0.2716,-0.2023,0.101,-0.2287
2023-2024,2023,clark fork valley hospital & family medicine network,Clark Fork Valley Hospital & Family Medicine Network,2,limited,4.4,1.0,0.3491,0,no flag,4.5,4.5,4.0,4.5,4.5,4.0,5.0,5.0,4.0,4.5,4.0,5.0,4.5,4.5,0.3818,0.2787,0.318,0.5563,0.2108
2023-2024,2023,cochise harm reduction,Cochise Harm Reduction,1,limited,5.0,1.0,0.1973,0,no flag,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0,-0.4767,0.4019,0.7003,0.3612
2023-2024,2023,community healthcore,Community Healthcore,1,limited,5.0,1.0,0.4303,0,no flag,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,-0.2924,0.8402,,0.743
2023-2024,2023,community medical center,Community Medical Center,3,sufficient,3.33,1.0,0.3107,1,no flag,3.33,3.67,3.33,3.0,3.33,3.67,4.33,3.33,3.67,3.33,3.67,3.0,3.33,3.67,0.2042,-0.2096,0.6203,0.3063,0.6321
2023-2024,2023,confederated salish and kootenai social services division,Confederated Salish And Kootenai Social Services Division,1,limited,5.0,1.0,0.2847,0,no flag,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,,0.0,0.854,,0.0
2023-2024,2023,crisis connections,Crisis Connections,1,limited,5.0,1.0,-0.22,1,no flag,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,-0.3182,0.3612,0.0516,,-0.9747
2023-2024,2023,crisis text line,Crisis Text Line,4,sufficient,3.35,0.75,0.2345,1,no flag,4.0,3.0,3.75,2.75,3.25,3.75,4.25,4.0,4.0,4.0,3.25,4.25,3.75,3.75,-0.1713,-0.0088,0.7703,0.1784,0.4037
2023-2024,2023,crosswinds recovery,Crosswinds Recovery,10,sufficient,3.46,0.6,0.2459,2,review recommended,3.5,3.7,3.4,3.5,3.2,3.4,3.7,3.6,3.0,3.5,3.1,3.3,3.0,3.1,0.1821,-0.1002,0.3875,0.5657,0.1943
2023-2024,2023,curry health center,Curry Health Center,18,sufficient,3.86,0.72,0.3988,0,no flag,3.94,4.11,3.67,3.67,3.89,3.89,4.28,4.22,4.17,4.0,4.0,4.33,4.33,3.94,0.3978,-0.1031,0.6942,0.4619,0.5431
2023-2024,2023,david j. thatcher va clinic,David J. Thatcher Va Clinic,3,sufficient,2.73,0.67,0.1368,2,review recommended,2.33,2.67,3.0,3.0,2.67,2.67,3.67,3.33,2.0,2.67,3.0,3.33,2.67,4.0,-0.332,-0.2771,0.6084,0.3291,0.3555
2023-2024,2023,davidson college,Davidson College,1,limited,4.8,1.0,0.1204,0,no flag,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,0.0,0.0,,0.3612
2023-2024,2023,department of health and human services,Department Of Health And Human Services,2,limited,4.7,1.0,0.4918,0,no flag,5.0,5.0,4.5,4.5,4.5,5.0,5.0,5.0,4.5,5.0,5.0,5.0,4.5,5.0,0.604,-0.0553,0.727,,0.6914
2023-2024,2023,dewitt rite care clinic,Dewitt Rite Care Clinic,1,limited,3.6,1.0,0.4285,0,no flag,5.0,2.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,0.5106,-0.34,0.7184,0.5106,0.743
2023-2024,2023,disability determination services,Disability Determination Services,1,limited,4.4,1.0,0.4219,0,no flag,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,0.8248,-0.4767,0.6997,0.7003,0.3614
2023-2024,2023,eating disorder center of montana,Eating Disorder Center Of Montana,1,limited,4.2,1.0,0.4468,0,no flag,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.5719,0.12,0.6486,,
